,recon2,BC01_08,BC01_49,BC01_53,BC01_69,BC02_66,BC03_26,BC03_78,BC03LN_50,BC03LN_64,BC03LN_87,BC04_20,BC04_62,BC05_46,BC05_53,BC07_30,BC07_35,BC07_57,BC07LN_41,BC07LN_62,BC09_Re_95
MM7B1g,111.11111111111097,,,111.1111111111111,,,,,72.42990654205607,75.0000000000003,,,,,,,,,,,
MM7B2g,111.11111111111097,,,,,,,,,,,,,,,,,71.42857142856965,,,
MM7Cag,111.11111111112314,,,,,,,,,,,,,97.13150863348666,,,,,66.66666666666731,,
MM7Cbg,111.11111111112314,,,,,,,,,,,,,97.13150863348666,,,,,,,
MM8Ag,111.11111111112314,,,,,,,,72.42990654205607,,,,,97.13150863348666,71.42857142857108,,,71.42857142857117,66.66666666666731,,
MM8Ber,111.11111111111859,,,111.1111111111111,,,,,72.42990654205607,75.0000000000003,,,,,,,,71.42857142856987,,,
MM8Cg,111.11111111114147,,,,,,,,,,,,,97.13150863348666,,,,,,,
MMCD,0.0,,,,,,,,,,,,,,,,,,,,
MMCDm,1000.0,999.9999999999931,,1000.0,,,,,,,,999.9999999999978,,,,,1000.0,,1000.0000000000024,,1000.0
MMCDp,0.0,,,,,,,,,,,,,,,,,,,,
MMEm,1000.0,,,999.9999999999995,,,,,,,,,0.0,,,,1000.0,,,,1000.0
MMMm,1000.0,1000.0,,1000.0,909.0909090909095,,727.2727272720603,999.9999999999998,0.0,,,-1.3642420526593924e-12,642.8571428571428,,1000.0000000000241,,1000.0,,,0.0,0.0
MMSAD1m,1000.0,,,,,,,,,,,,,,,,,,,,
MMSAD3m,1000.0,1000.0,,1000.0,,,,,,,,638.8888888888902,,999.9999999999995,,,,,,,
MMTSADm,1000.0,1000.0000000000008,,,909.0909090909095,,727.2727272720603,999.9999999999998,0.0,,,1.7905175442009662e-12,,,1000.0000000000241,,999.9999999999951,,,0.0,1000.0
MOGAT,1000.0,,,,,,,,,,,,,,,,,,,,
MTAP,999.9999999999999,,,1000.0,999.9999999999994,,,,,,,,,,,,,,,,
MTHFC,1000.0,,0.0,,,1000.0,,1000.0,,,,1000.0,,,,1000.0,,1000.0,,,1000.0
MTHFCm,1000.0,,,,,,0.0,-2.2737367544323206e-13,0.0,,,,,,,,,,,,
MTHFD,1000.0,,,,,1000.0,,,,,,1000.0000000000011,,,1.2956566225502836e-11,1000.0,,1000.0,,,
MTHFD2,1000.0,,0.0,,,1000.0,0.0,999.999999999999,0.0,,,,,,,,,1000.0,,,1000.0000000000036
MTHFD2m,1000.0,,,,,,1000.0,,1000.0,,,,,,,,,,,,
MTHFDm,1000.0,,,,,,1000.0,0.0,0.0,,,,,,,0.0,,,,,
MTRI,1000.0,,,1000.0,999.9999999999994,,,,,,,,,,,,,,,,
N3Tg,31.24999999999958,,,,,,,,,,,,,,31.250000000000007,,,31.24999999999977,,,
N4Tg,71.42857142857143,,,,,,,71.42857142857143,,71.42857142857235,,,,,71.42857142857098,,71.42857142857086,71.42857142857152,,,
NABTNO,0.0,,,,,,,,,,,,,,,,,,,,
NABTNOm,0.0,,,,,,,,,,,,,,,,,,,,
NACASPAH,1000.0,,,,,,,,,,,,,,,,,,,,
NACHEX10ly,9.920634920635148,,,,,,,,,,,,,,,,,9.92063492063484,,,
NACHEX11ly,9.920634920635148,,,,,,,,,,,,,,,,,9.92063492063484,,,
NACHEX12ly,9.920634920635148,,,,,,,,,,,,,,,,,9.92063492063484,,,
NACHEX13ly,9.920634920635148,,,,,,,,,,,,,,,,,9.920634920634836,,,
NACHEX14ly,9.920634920635148,,,,,,,,,,,,,,,,,9.92063492063484,,,
NACHEX15ly,9.920634920635148,,,,,,,,,,,,,,,,,9.92063492063484,,,
NACHEX16ly,9.920634920635148,,,,,,,,,,,,,,,,,9.92063492063484,,,
NACHEX17ly,9.920634920635148,,,,,,,,,,,,,,,,,9.92063492063484,,,
NACHEX18ly,9.920634920635148,,,,,,,,,,,,,,,,,9.92063492063484,,,
NACHEX19ly,9.920634920635148,,,,,,,,,,,,,,,,,9.92063492063484,,,
NACHEX1ly,0.0,,,,,,,,,,,,,,,,,,,,
NACHEX20ly,9.920634920635148,,,,,,,,,,,,,,,,,9.92063492063484,,,
NACHEX21ly,9.920634920635148,,,,,,,,,,,,,,9.920634920634546,,,9.92063492063484,,,
NACHEX22ly,9.920634920635148,,,,,,,,,,,,,,9.920634920634546,,,9.92063492063484,,,
NACHEX23ly,31.25000000000049,,,,,,,,,,,,,,,,,31.250000000000803,,,
NACHEX24ly,31.25000000000049,,,,,,,,,,,,,,,,,31.250000000000803,,,
NACHEX25ly,31.25000000000049,,,,,,,,,,,,,,31.250000000000906,,,31.250000000000803,,,
NACHEX26ly,29.4117647058829,,,,,,,,,,,,,,,,,29.411764705883158,,,
NACHEX27ly,500.0,,,,,,,,,,,,,,,,250.00000000000037,,,,
NACHEX2ly,0.0,,,,,,,,,,,,,,,,,,,,
NACHEX3ly,0.0,,,,,,,,,,,,,,,,,,,,
NACHEX4ly,0.0,,,,,,,,,,,,,,,,,,,,
NACHEX5ly,0.0,,,,,,,,,,,,,,,,,,,,
NACHEX6ly,2.409645671201217e-13,,,,,,,,,,,,,,,,,,,,
NACHEX7ly,2.409645671201217e-13,,,,,,,,,,,,,,,,,,,,
NACHEX8ly,0.0,,,,,,,,,,,,,,,,,,,,
NACHEX9ly,0.0,,,,,,,,,,,,,,,,,,,,
NACHEXA10ly,9.920634920634901,,,,,,,,,,,,,,9.920634920635052,,,9.920634920634948,,,
NACHEXA11ly,9.920634920634901,,,,,,,,,,,,,,9.920634920635052,,,9.920634920634948,,,
NACHEXA12ly,9.920634920634901,,,,,,,,,,,,,,9.920634920635052,,,9.920634920635052,,,
NACHEXA13ly,9.920634920634901,,,,,,,,,,,,,,9.920634920635052,,,9.920634920634944,,,
NACHEXA14ly,9.920634920634901,,,,,,,,,,,,,,9.920634920635052,,,9.920634920634944,,,
NACHEXA15ly,9.920634920634901,,,,,,,,,,,,,,9.920634920635049,,,9.920634920634944,,,
NACHEXA16ly,9.920634920634901,,,,,,,,,,,,,,9.920634920635049,,,9.920634920634944,,,
NACHEXA17ly,9.920634920634901,,,,,,,,,,,,,,9.920634920635049,,,9.920634920634944,,,
NACHEXA18ly,9.920634920634901,,,,,,,,,,,,,,9.920634920635049,,,9.920634920634944,,,
NACHEXA19ly,9.920634920634901,,,,,,,,,,,,,,9.920634920635049,,,9.920634920634944,,,
NACHEXA1ly,0.0,,,,,,,,,,,,,,,,,,,,
NACHEXA20ly,31.250000000036326,,,,,,,,,,,,,,31.25000000000192,,,31.249999999999098,,,
NACHEXA21ly,31.250000000036326,,,,,,,,,,,,,,31.249999999998302,,,31.249999999999098,,,
NACHEXA22ly,29.411764705962828,,,,,,,,,,,,,,29.411764705884323,,,29.41176470588156,,,
NACHEXA2ly,0.0,,,,,,,,,,,,,,,,,,,,
NACHEXA3ly,0.0,,,,,,,,,,,,,,,,,,,,
NACHEXA4ly,0.0,,,,,,,,,,,,,,,,,,,,
NACHEXA5ly,0.0,,,,,,,,,,,,,,,,,,,,
NACHEXA6ly,0.0,,,,,,,,,,,,,,,,,,,,
NACHEXA7ly,0.0,,,,,,,,,,,,,,,,,,,,
NACHEXA8ly,0.0,,,,,,,,,,,,,,,,,,,,
NACHEXA9ly,9.920634920599696,,,,,,,,,,,,,,9.920634920634878,,,9.920634920634267,,,
NADK,0.0,,,,,,,,,,,,,,,,,,,,
NADN,1000.0,,499.99999999999966,,,,,,,1000.0,,,,,,1000.0,,1000.0000000000002,,1000.0,
NADNe,1000.0,,,,,,,,,1000.0,,,,,,,,,,,
NADPN,0.0,,,,,,,,,,,,,,,,,,,,
NADPNe,1000.0,,,,,,,,,1000.0,,,,,,,,,,,
NADS2,1000.0,,,,,1000.0,,,,,,1000.0,999.9999999999995,,,,,,,,
NAGA2ly,357.1428571428501,,,,,,,357.1428571428571,,357.1428571428522,,,,,357.142857142878,,357.14285714285734,357.1428571428591,,,
NAGAlby,0.0,,,,,,,,,,,,,,,,,,,,
NAGAly,166.66666666666652,,,,,,,,,166.66666666666663,,,,,,,,,,,142.8571428571428
NAGLCAly,71.42857142855935,,,,,,,71.42857142857143,,71.42857142857159,,,,,71.4285714285756,,71.42857142857147,71.42857142857183,,,
NBAHH_ir,1000.0,,,,,,,,,,,,,,,,,,,,
NDP10ex,1000.0,,,,,,,,,,,,,,,,,,,,
NDP3ex,1000.0,,,,,,,,,,,,,,,,,,,,
NDP6,1000.0,,,,,,,,,,,,,,1000.0000000000035,,,,1000.0,,
NDP7er,1000.0,200.00000000000023,,200.00000000000023,199.99999999999784,,1000.0,,,750.0000000000002,,,1000.0000000000002,,,,977.2727272727215,,,199.99999999999955,500.00000000000193
NDP7ex,1000.0,,,,,,,,,,,,,,,,,,,,
NDP7g,500.0,500.0000000000025,,479.1666666666853,399.9999999999957,,400.00000000000006,500.0,473.2824427480915,500.0000000000007,,500.00000000000193,499.999999999998,499.99999999999983,500.00000000000165,,499.9999999999999,500.00000000000205,323.5294117647013,500.00000000000193,500.0000000000041
NDP8,1000.0,,,,,,,,,,,,,,,,,1000.0,,1000.0,
NDP8ex,1000.0,,,,,,,,,,,,,,,,,,,,
NDPK1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,,,,,1000.0,,,
NDPK10,1000.0,1000.0,,0.0,0.0,,,,1000.0,,,,0.0,,,,,,,,
NDPK10m,0.0,,,,,,,,,,,,,,,,0.0,,,,
NDPK10n,1000.0000000004369,0.0,,0.0,0.0,,,,1000.0,,,,0.0,,,,,,,,
NDPK1m,1000.0,,,,,1000.0,,3.751665644813329e-12,1000.0,,1000.0,,,,,,1000.0,518.9217210990122,,,1000.0
NDPK1n,1000.0,0.0,,0.0,0.0,,,,1000.0,,,,0.0,,,,,,,,
NDPK2,1000.0,800.0000000000002,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,,,,,1000.0,,1000.0,
NDPK2m,0.0,,,,,,,,,,,,,,,,0.0,,,,
NDPK2n,1000.0,0.0,,0.0,0.0,,,,1000.0,,,,0.0,,,,,,,,
NDPK3,1000.0,0.0,,999.9999999999989,200.00000000000074,,,1000.0,122.5296442687744,1000.0,,,1000.0,,,,,,,,
NDPK3m,666.6666666666663,,,,,,,333.33333333333314,,,,,,,,,0.0,,,,
NDPK3n,1000.0,0.0,,0.0,0.0,,,,1000.0,,,,0.0,,,,,,,,
NDPK4,1000.0,0.0,0.0,0.0,999.9999999999997,,,,0.0,1.237780803022926,,,1000.0,,,,,1000.000000000002,,1000.0,
NDPK4m,1000.0,,,,,,,,,,,,,,,,1000.0,,,,
NDPK4n,1000.0,1000.0,,1000.0,1000.0,,1000.0,,1000.0,,,,1000.0,,,,,,,,
NDPK5,1000.0,1000.0,,0.0,0.0,,,1000.0,-5.684341886080801e-13,1000.0000000000026,999.9999999999999,,0.0,,,,,1000.0000000000024,,1000.0,
NDPK5m,1000.0,,,,,,,,,,,,,,,,1000.0,,,,
NDPK5n,1000.0,0.0,,0.0,0.0,,,,1000.0,,,,0.0,,,,,,,,
NDPK6,1000.0,1000.0,1000.0,-1.3642420526593924e-11,1000.0,1000.0,,0.0,0.0,1000.0,666.6666666666656,,924.9999999999607,,,,,1000.0000000000019,1000.0,1000.0,
NDPK6m,999.9999999999967,,0.0,,,-2.2737367544323206e-13,0.0,,,0.0,,2.2737367544323206e-13,0.0,,,2.4718274565230128e-14,0.0,2.2737367544323206e-12,0.0,0.0,-1.2505552149377763e-12
NDPK6n,1000.0000000000048,0.0,,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,
NDPK7,1000.0,0.0,,1000.0000000000016,0.0,,,1000.0,600.0000000000001,1000.0000000000014,,,0.0,,,,,,,,
NDPK7m,1000.0,,,,,,,,,1000.0000000000002,,,,,,,999.9999999999991,,,,
NDPK7n,1000.0,0.0,,0.0,0.0,,,,1000.0,,,,0.0,,,,,,,,
NDPK8,1000.0,1000.0000000000006,,1000.0,1000.0,,,1000.0,1000.0,1000.0,,,1000.0,,,,,1000.0,,1000.0,
NDPK8m,1000.0,,,,,,,,,857.1428571428482,,500.000000000011,,,,666.6666666666667,1000.0,,,,
NDPK8n,1000.0,1000.0,,1000.0,1000.0,,1000.0,,1000.0,,,,1000.0,,,,,,,,
NDPK9,1000.0,1000.0,,1000.0,1000.0,,,,1000.0,,,,0.0,,,,,,,,
NDPK9m,0.0,,,,,,,,,,,,,,,,0.0,,,,
NDPK9n,1000.0,0.0,,0.0,0.0,,1000.0,,1000.0,,,,0.0,,,,,,,,
NICRNS,1000.0,1000.0,,,,1000.0,1000.0,,,,,999.9999999999998,,,,999.9999999999774,,,,1000.0,
NMNATm,0.0,,,,,,,,,,,,,,,,,,,,
NMNATn,1000.0,,,,,,,,,,,,,,,,,,,,
NMNATr,1000.0,,499.9999999999992,,,0.0,,,,999.9999999999998,,-5.153777525301659e-13,1.1368683772161603e-13,,,1000.0,,1000.0,,999.9999999999934,
NMNS,1000.0,,499.9999999999992,,,,,,,999.9999999999998,,,,,,1000.0,,1000.0,,999.9999999999934,
NMPTRCOX,0.0,,,,,,,,,,,,,,,,,,,,
NNATm,0.0,,,,,,,,,,,,,,,,,,,,
NNATn,1000.0000000000039,,,,,,,,,,,,,,,,,,,,
NNATr,1000.0,,,,,,,,,,,,,,,,,,,,
NNMT,999.9999999999848,,,,,,,,,,,,,,,,,,,,
NORANMT,1000.0,,,,,,,,,,,,,,,,,,,,
NOS1,1000.0,,,,,,,,,,,,,,,,,,,,
NOS2,1000.0,,,,,,,,,,,,,,,,,,,,
NP1,1000.0,,,,,1000.0,1000.0000000000034,,,,,1000.0000000000007,,,,999.9999999999774,,,,1000.0,
NRPPHRSULT,1000.0,,,,,,,,,1000.0,,,,,,,,,,,
NRVNCCPT1,0.0,,,,,,,,,,,,,,,,,,,,
NRVNCCPT2,0.0,,,,,,,,,,,,,,,,,,,,
NS26T2g,0.0,,,,,,,,,,,,,,,,,,,,
NS26Tg,0.0,,,,,,,,,,,,,,,,,,,,
NT5C,1000.0,1000.0,,,,,,,,,,,,,,,,,,,
NTD1,1000.0,1000.0,,,,,,,,,,,,,,,,,,,
NTD10,1000.0,1000.0,,1000.0,,1000.0000000000001,,,1000.0,,,,,,,,,,,,
NTD11,1000.0,1000.0,,,,1000.0,1000.0,,1000.0,,,,,,999.9999999999998,,,,,1000.0,
NTD12,0.0,,,,,,,,,,,,,,,,,,,,
NTD1m,1000.0,,,,,,,,,,,,,,,,1000.0,,,1000.0,
NTD2,1000.0,1000.0,,,1000.0,,,,,,,,,,,,,,1000.0,,999.9999999999728
NTD2e,1000.0,,,,,,,,,,,,,,,,,,,,
NTD2l,0.0,,,,,,,,,,,,,,,,,,,,
NTD2m,0.0,,,,,,,,,,,,,,,,,,,,
NTD3,1000.0,1000.0,,,,,,,1000.0,,,,,,,,,,,,
NTD3l,0.0,,,,,,,,,,,,,,,,,,,,
NTD4,1000.0,1000.0,,,,,,,,1000.0,,,,1000.0,499.9999999999985,,,,1000.0,,
NTD4e,1000.0,,,,,,,,,,,,,,,,,,,,
NTD4l,0.0,,,,,,,,,,,,,,,,,,,,
NTD5,1000.0,1000.0,,,,,,,1000.0,,,,,,,,,,,,
NTD5l,0.0,,,,,,,,,,,,,,,,,,,,
NTD5m,1000.0,,,,,,,,,,,,,,,,,,,,
NTD6,1000.0,1000.0,,,,,1000.0,,,,,,,,,,,,,,
NTD6l,0.0,,,,,,,,,,,,,,,,,,,,
NTD7,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,,,1000.0,1000.0,1000.0,,,,1000.0,1000.0
NTD7e,1000.0,,,,,,,,,,,,,,,,,,,,
NTD7l,0.0,,,,,,,,,,,,,,,,,,,,
NTD8,1000.0,1000.0,,,,,,,,1000.0,,,,,,,,,,,
NTD8l,0.0,,,,,,,,,,,,,,,,,,,,
NTD9,1000.0,1000.0,,,,,1000.0,,,1000.0000000000001,,,,,,,,,,1000.0,
NTD9e,1000.0,,,,,,,,,,,,,,,,,,,,
NTD9l,0.0,,,,,,,,,,,,,,,,,,,,
NTP3e,999.9999999999959,,,,,,,,,,,,,,,,,,,,
NTPP10,0.0,,,,,,,,,,,,,,,,,,,,
NTPP11,0.0,,,,,,,,,,,,,,,,,,,,
NTPP9,0.0,,,,,,,,,,,,,,,,,,,,
O16G1e,1000.0,,,,,,,,,,,,,,,,,,,,
O16G2e,1000.0,1000.0,111.1111111111115,555.5555555555554,1000.0,,1000.0,,181.8181818181818,1000.0,90.9090909090909,,,,1000.0,181.81818181818173,666.6666666666661,181.8181818181818,1000.0,733.3333333333353,590.9090909090909
OBDHc,1000.0,1000.0,,1000.0,,,,,,,,,,1000.0,1000.0000000000014,,1000.0,,1000.0,,
OCBTm,1000.0,,,,,,,,,,,,,,,,1000.0,,,,
OCOAT1m,1000.0,,,1000.0000000000095,,666.6666666666666,,,,,,,749.9999999999995,1000.0,1000.0,1000.0,1000.0,471.7470191809229,1000.0,,
OIVD1m,1000.0,,,999.9999999999975,1000.0000000000005,,1000.0,,1000.0,1000.0,,1000.0000000000011,1000.0000000000009,1000.0,999.9999999999983,999.9999999999992,1000.0000000000006,,1000.0,999.9999999999982,0.0
OIVD2m,1000.0,,,,,,727.2727272727273,1000.0,0.0,,,,,,,,,,,,1000.0000000000023
OIVD3m,1000.0,1000.0,,999.9999999999978,,,,,,,,,,999.9999999999959,999.9999999999993,,,,,,
OMPDC,1000.0,,,,,,,,,,,,,,,,,,,1000.0,
OPAHir,1000.0,1000.0,,1000.0,,,1000.0,,,,,,,1000.0,1000.0,,1000.0,,,,
ORETNF,1000.0000000000019,499.9999999999977,,500.0,500.0,500.0,500.0000000000008,,,499.99999999999784,499.9999999999992,500.00000000000006,500.0,500.0,500.0000000000001,500.0,500.0,500.0,500.00000000000875,,
ORETNF2,1000.0000000000018,,,,,,,,500.0,,,500.0,,,,,500.0,,,,
ORNDC,1000.0,,,,,,,,,,,,,,,,,,,,
ORNTArm,1000.0,,,999.9999999999998,,0.0,,1000.0,,,,1000.0000000000003,,0.0,0.0,,1000.0000000000048,500.0,,,
ORPT,-1.1368683772161603e-12,,,,,,,,,,,,,,,,,,,-9.464429240324534e-12,
P45011A1m,125.00000000000006,,,,,,,,,,,,,,,,,,,,
P45011B11m,111.11111111118058,,,,,,,,,,,,,,,,,,,,
P45011B12m,100.0000000000678,,,,,,,,,,,,,,,,,,,,
P45011B21m,111.11111111111052,,,,,,,,,,,,,,,,,,,,
P45017A1r,105.26315789473963,,,,,,,,,,,,,,,,,,,,
P45017A2r,105.26315789473963,,,,,,,,,,,,,,,,,,,,
P45017A3r,105.26315789473963,,,,,,,,,,,,,,,,,,,,
P45017A4r,105.26315789473963,,,,,,,,,,,,,,,,,,,,
P45019A1r,499.99999999999665,,,,,,,,,,,,,,,,,,,,
P45019A2r,500.00000000000006,,,,,,,,,,,,,,,,,,,,
P4501B1r,1000.0,,,,,,,,,,,,,,,,,,,,
P45021A1r,111.11111111111109,,,,,,,,,,,,,,,,,,,,
P45021A2r,99.99999999999257,,,,,,,,,,,,,,,,,,,,
P45027A11m,111.11111111111082,,,,,99.99999999999945,100.00000000000009,,,,,,,111.1111111111111,,,,,,,
P45027A12m,1000.0,1000.0,,,1000.0,1000.0,100.00000000000009,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,,,750.0000000000015
P45027A13m,1000.0,,,1000.0,1000.0,,,,,,,1000.0,,,,,,,,,
P45027A14m,124.99999999999875,,,,,,,,,,,,,,,,,,,,
P45027A15m,1000.0,1000.0,-1.7764143122709908e-13,1000.0,1000.0,999.9999999999969,,,,,645.454545454546,,1000.0,1000.0,,,,,,,
P45027A16m,1000.0,,,1000.0,,,,,,,,,,,,,,,,,
P45027A1m,125.00000000000071,124.03528114663715,,,,100.00000000000074,100.0000000000002,,,,,,,111.11111111111347,,93.75000000000027,,,,,
P4502A6,1000.0000000000006,,,,,,,,,,,,,,,,,,,,
P4502C18,999.9999999999999,,,,,,,,,,,,,,,,,,,,
P4502C19,1000.0,,,,,,,,,,,,,,,,,,,,
P4502C8,1000.0000000000022,,,,,,,,,,,,,,,,,,,,
P4502C9,1000.0,,,,,,,,,,,,,,,,,,,,
P4502C92,1000.0,,,,,,,,,,,,,,,,,,,,
P4502C93,1000.0,,,,,,,,,,,,,,,,,,,,
P4502C94,1000.0000000000005,,,,,,,,,,,,,,,,,,,,
P4502D6,1000.0,,,,,,,,,,,,,,,,,,,,
P4502E1,1000.0,,,,,,,,,,,,,,,,,,,,
P4502F1,1000.0,,,,,,,,,,,,,,,,,,,,
P45039A1r,100.00000000000058,,,,,,,,,,,,,,,,,,,,
P4503A43r,0.0,,,,,,,,,,,,,,,,,,,,
P4503A5,1000.0,,,,,,,,,,,,,,,,,,,,
P4503A7r,1000.0000000007024,,,,,,,,,,,,,,,,,,,,
P45046A1r,100.00000000000031,,,,,,,,,,,,,,,,,,,,
P4504B1r,0.0,,,,,,,,,,,,,,,,,,,,
P4504F121r,0.0,,,,,,,,,,,,,,,,,,,,
P4504F122r,0.0,,,,,,,,,,,,,,,,,,,,
P4504F123r,999.999999999995,,,,,,,,,,,,,,,,,,,,
P4504F81r,0.0,,,,,,,,,,,,,,,,,,,,
P4507A1r,111.11111111111109,,,,,,,,,,,,,,,,,,,,
P4507B11r,111.11111111110846,,,,,,,,,,,,,,,,,,,,
P4507B12r,111.11111111110897,,,,,,,,,,,,,,,,,,,,
P4508B11r,111.11111111111435,,,,,,,,,,,,,,,,,,,,
P4508B13r,111.1111111111112,,,,,100.00000000000074,100.00000000000009,,,,,,,111.11111111111347,,93.75000000000027,111.11111111111097,,100.00000000000013,,
P450LTB4r,666.6666666666802,,,666.6666666666481,,,666.6666666666674,,,,,,,,,,,,,,
P450SCC1m,125.00000000000016,,,,,,,,,,,,,,,,111.11111111111097,,100.00000000000013,,
P5CDm,1000.0,,,1000.0000000003522,1000.0000000000099,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,999.9999999999956,1000.0,
P5CRm,1000.0,,-1.7764143122709896e-13,,,1000.0,,,,,1000.0,,,1000.0,,,1000.0,1000.0,,999.9999999999956,1000.0
PACCOAL,1000.0000000000074,,,,,,,,,,,,,,,,,,,,
PAFH,1000.0,,,,,,,,,,,,,1000.0,1000.0,,,,,,
PAFHe,1000.0,,,,,,,,,,,,,,,,,,,,
PAFS,1000.0,,,,,,,,,,,,,1000.0,,,,,,,
PAN4PP,1000.0,,,,,,,,,,,,,,,,,749.9999999999999,,,
PCHOLP_hs,1000.0,,,1000.0,,,,,,,,,,1000.000000000003,1000.0,,1000.0,999.9999999999998,,,0.0
PCHOLPg_hs,1000.0,,,,,,,,,,,,,,,,,,,,
PCHOLPm_hs,666.6666666666658,,,,,,,333.3333333333367,,,,,,,,,,,,,
PCHOLPr_hs,1000.0,1000.0,,1000.0,,,,40.40404040404047,27.777777777777715,,30.3030303030303,,41.666666666666764,1000.0,,,,,,33.33333333333333,
PCLAD,1000.0,,,,,,,,,,,999.9999999999994,,,,,,,,,
PCLYSOX,0.0,,,,,,,,,,,,,,,,,,,,
PCm,1000.0,1000.0000000000055,,,500.0,0.0,0.0,2.826158278544006e-14,1000.0000000000007,,,,642.8571428571405,,,,1000.0,,,0.0,
PDE1,1000.0,999.9999999999994,,,,,,,,,,,1000.0,,,,,1000.0,999.9999999999998,,
PDE1g,0.0,,,,,,,,,,,,,,,,,,,,
PDE4,1000.0,,,,,,,,,,,,,,,,,,,1000.0000000000043,
PDE4g,0.0,,,,,,,,,,,,,,,,,,,,
PDE4n,1000.0,,,,,,,,,,,,,,1000.0,,,,,,
PDHm,1000.0,,,,,500.000000000001,,,,,,,,,,,,,1000.0,,
PDX5PO,1000.0,,,,,,,,,,,,,,,,,,,,
PDXPP,1000.0,,,,,,,,,,,,,,,,,,,,
PEAMNO,999.9999999999961,,,,,,,,,,,,,,,,,,,,
PECGONCOATr,0.0,,,,,,,,,,,,,,,,,,,,
PEPCK,1000.0,0.0,,1000.0,,0.0,999.9999999998615,,1000.0000000000007,0.0,0.0,1000.0,,500.0000000000023,,1000.0,1000.0,1000.0,1000.0000000000007,,0.0
PEPCKm,1000.0,,,,,,,,,,,,,,,,,,,,
PETHCT,1000.0,,,,,,,,,,,,,,,,,,,,
PETOHMm_hs,666.6666666666666,,,333.3333333333333,,,,333.3333333333322,,,,,,333.3333333333333,333.3333333333333,,,,,,
PETOHMr_hs,1000.0,1000.0000000000006,,999.9999999999842,499.9999999999999,,,40.40404040404125,27.777777777777732,,30.3030303030303,1000.000000000007,41.66666666666663,1000.0000000000015,999.9999999999987,,999.9999999999936,0.0,,33.33333333333342,0.0
PFK,1000.0,1000.0,,,1000.0,1000.0,1000.0,999.9999999999973,1000.0,,,,,1000.0,,1000.0,,,,1000.0,
PFK26,1000.0,999.9999999999999,,,,,,,,,,,,,,,,1000.0,,,
PGCD,1000.0,,,,,,,,,,,,,,1000.0,,,,,,
PGDI,1000.0,,,,,,,,,,,,,,,,,,,,
PGDIr,0.0,,,,,,,,,,,,,,,,,,,,
PGESr,0.0,,,,,,,,,,,,,,,,,,,,
PGI,1000.0,1.1368683772161603e-13,,1000.0,500.00000000002655,,,1000.0,1000.0,,,,,1000.0000000000005,5.26546669916035e-14,,-7.844391802791506e-12,,,,0.0
PGISr,500.00000000000426,,,,,,,,,,,,,,,,,,,,
PGK,1000.0,999.9999999999951,,999.9999999999961,1000.0000000000001,,1000.0,1000.0,999.9999999999989,0.0,0.0,499.99999999999727,1000.0000000000001,1000.0,1000.0,0.0,,1000.0,1000.0,,999.9999999999982
PGL,1000.0,,,,,,1000.0,,,,,,,,,,,,,,
PGLer,1000.0,,,,,499.9999999999891,892.8571428571427,,,,,,,,,,,,,,
PGLYCP,0.0,,,,,,,,,,,,,,,,,,,,
PGM,1000.0,,0.0,,,0.0,999.999999999993,999.9999999999995,,,,,1000.0000000000003,,999.9999999999991,,,,,0.0,
PGMT,1000.0,0.0,,999.9999999999966,0.0,,-5.684341886080801e-13,0.0,0.0,,,,0.0,1000.0000000000026,2.470437354958881e-12,0.0,-7.844391802791506e-12,0.0,0.0,-6.366462912410492e-13,0.0
PGPP_hs,1000.0,,,,,,,,,,,,,,,,,,,,
PGPPT,999.9999999999994,,,,,,,,,,,,,,,,,,,,
PGS,1000.0,,,,,,,,,,,,,,,,,,,,
PGSr,500.00000000000193,,,,,,,,,,,,,,,,,,,,
PHACCOAGLNAC,1000.0,,,,,,,,,,,,,,,,,,,,
PHCDm,1000.0,,,,,,,,1000.0,,,,,,,,,,,,
PHCHGSm,0.0,,,,,,,,,,,,,,,,,,,,
PHETA1,0.0,,,,,,,,,,,,,,,,,,,,
PHETA1m,0.0,,,,,,,,0.0,,,,,0.0,,,,,,,
PHETHPTOX2,1000.0,1000.0,,,,,,,,,,,,,1000.0,,,,,,
PHYCBOXL,1000.0,,,,,,,,,,,,,,,,,,,,
PHYHx,583.3333333333343,,,,,,,,,,,,,,,,,,,,
PI345P3P,1000.0,1000.0,,,,,1000.0,,,,,,,,,,,,,,
PI345P3Pn,1000.0,1000.0,,,,,1000.0,,,,,,,,,,,,,,
PI345P5P,1000.0,,,,,,,,,,,,,,,,,,,,
PI345P5Pn,1000.0,,,,,,,,,,,,,,,,,,,,
PI34P3Pn,1000.0,,,,,,,,,,,,,,,,,,,,
PI34P4Pn,1000.0,,,,,,,,,,,,,,,,,,,,
PI34P5K,1000.0,,,,,,,,,,,,,,,,,,,,
PI34P5Kn,1000.0,,,,,,933.3333333333296,,,,,,,,,,,,,,
